,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.057,0.0,0.369,-0.312,3.793
1,0.057,0.0,0.34,-0.283,3.737
2,0.057,0.0,0.347,-0.29,3.685
3,0.057,0.0,0.377,-0.32,3.631
4,0.057,0.0,0.375,-0.318,3.573
5,0.057,0.0,0.382,-0.325,3.516
6,0.057,0.0,0.379,-0.322,3.457
7,0.057,0.0,0.365,-0.308,3.399
8,0.057,0.0,0.401,-0.344,3.343
9,0.16899999999999998,0.0,0.395,-0.226,3.282
10,0.16899999999999998,0.0,0.37,-0.201,3.221
11,0.057,0.0,0.362,-0.305,3.165
12,0.057,0.0,0.347,-0.29,3.109
13,0.057,0.0,0.357,-0.3,3.056
14,0.16899999999999998,0.0,0.367,-0.198,3.001
15,0.16899999999999998,0.0,0.402,-0.233,2.945
16,0.057,0.0,0.392,-0.335,2.883
17,0.057,0.0,0.377,-0.32,2.823
18,0.057,0.0,0.4,-0.343,2.765
19,0.057,0.0,0.376,-0.319,2.704
20,0.057,0.0,0.357,-0.3,2.646
21,0.057,0.0,0.45,-0.393,2.592
22,0.057,0.0,0.462,-0.405,2.523
23,0.057,0.0,0.387,-0.33,2.452
24,0.16899999999999998,0.0,0.402,-0.233,2.392
25,0.16899999999999998,0.0,0.411,-0.242,2.331
26,0.057,0.0,0.383,-0.326,2.268
27,0.057,0.0,0.356,-0.299,2.209
28,0.057,0.0,0.374,-0.317,2.154
29,0.057,0.0,0.378,-0.321,2.097
30,0.057,0.0,0.387,-0.33,2.039
31,0.057,0.0,0.394,-0.337,1.98
32,0.16899999999999998,0.0,0.385,-0.216,1.919
33,0.16899999999999998,0.0,0.384,-0.215,1.86
34,0.057,0.0,0.403,-0.346,1.801
35,0.057,0.0,0.401,-0.344,1.74
36,0.057,0.0,0.387,-0.33,1.678
37,0.057,0.0,0.391,-0.334,1.619
38,0.16899999999999998,0.0,0.385,-0.216,1.559
39,0.16899999999999998,0.1,0.317,-0.248,1.5
40,0.057,0.1,0.4,-0.443,1.451
41,0.057,0.1,0.591,-0.634,1.39
42,0.057,0.1,0.525,-0.568,1.299
43,0.057,0.1,0.605,-0.648,1.219
44,0.057,0.1,0.588,-0.631,1.126
45,0.16899999999999998,0.3,0.279,-0.41,1.036
46,0.16899999999999998,0.3,0.337,-0.468,0.993
47,0.09699999999999999,0.3,0.362,-0.565,0.942
48,0.332,0.3,0.467,-0.435,0.886
49,0.23199999999999998,0.3,0.418,-0.486,0.815
50,0.23199999999999998,0.3,0.405,-0.473,0.75
51,0.172,0.6,0.274,-0.702,0.688
52,0.247,0.6,0.148,-0.501,0.646
53,0.35600000000000004,0.6,0.146,-0.39,0.624
54,2.324,0.6,0.143,1.581,0.601
55,2.1519999999999997,0.6,0.045,1.507,0.579
56,0.16899999999999998,0.6,0.171,-0.602,0.573
57,2.798,1.0,-0.062,1.86,0.546
58,0.304,1.0,-0.297,-0.399,0.556
59,0.22899999999999998,1.0,-0.169,-0.602,0.601
