;0;1;2;3;4;5;6;7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;25;26;27;28;29;30;31;32;33;34;35;36;37;38;39;40;41;42;43;44;45;46;47;48;49;50;51;52;53;54;55;56;57;58;59;60;61;62;63;64;65;66;67;68;69;70;71;72;73;74;75;76;77;78;79;80;81;82;83;84;85;86;87;88;89;90;91;92;93;94;95;96;97;98;99;100;101;102;103;104;105;106;107;108;109
10;3.600000000000001e-05;1e-06;0.000244;1e-06;5.4000000000000005e-05;1e-06;0.000227;1e-06;3.5000000000000004e-05;1e-06;0.00028399999999999996;1e-06;5.5e-05;1e-06;4.2999999999999995e-05;1e-06;5.9000000000000004e-05;1e-06;0.000169;1e-06;4.9000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;0.0;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;0.000268;0.0;0.00024;1e-06;0.00025100000000000003;0.0;5.5e-05;1e-06;5.4000000000000005e-05;0.0;5e-05;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;0.000275;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;5.599999999999999e-05;0.0;0.00025;1e-06;0.000359;1e-06;4.2999999999999995e-05;1e-06;0.00019600000000000002;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;0.00024100000000000003;1e-06;0.00016;1e-06;5e-05;1e-06;2.9e-05;1e-06;5.3e-05;1e-06;0.00041200000000000004;0.0;0.000152;1e-06;0.000154;1e-06;0.000256;1e-06;5.2000000000000004e-05;1e-06;0.000152;1e-06;5.2000000000000004e-05;1e-06;0.00023300000000000003;1e-06;4.8e-05;1e-06;0.000379;0.0
11;3.600000000000001e-05;1e-06;0.00014099999999999998;1e-06;5.4000000000000005e-05;1e-06;0.000231;1e-06;0.000235;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;0.000213;1e-06;5.9000000000000004e-05;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;0.0;0.00019600000000000002;1e-06;5.599999999999999e-05;1e-06;0.00021;0.0;5.3e-05;1e-06;0.000183;1e-06;4.8e-05;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;0.000268;1e-06;0.00024;1e-06;5.4000000000000005e-05;1e-06;5.5e-05;1e-06;0.000266;1e-06;5e-05;1e-06;3.4000000000000007e-05;0.0;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;0.0;5.3e-05;1e-06;5.3e-05;1e-06;5.599999999999999e-05;1e-06;5.7e-05;1e-06;0.000228;1e-06;4.2999999999999995e-05;0.0;0.00019600000000000002;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;5.2000000000000004e-05;1e-06;0.00016;1e-06;5e-05;1e-06;2.9e-05;0.0;5.3e-05;1e-06;0.00024100000000000003;1e-06;4.4999999999999996e-05;0.0;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;0.0;5.3e-05;0.0;5.2000000000000004e-05;1e-06;0.00023300000000000003;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
12;3.600000000000001e-05;1e-06;0.00014099999999999998;1e-06;5.4000000000000005e-05;1e-06;0.00016600000000000002;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;4.2999999999999995e-05;1e-06;5.9000000000000004e-05;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;0.00036200000000000007;0.0;5.599999999999999e-05;1e-06;0.00021;1e-06;5.3e-05;0.0;0.000183;1e-06;4.8e-05;1e-06;4.9000000000000005e-05;1e-06;0.000205;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.5e-05;0.0;0.000169;1e-06;5e-05;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.3e-05;1e-06;5.3e-05;0.0;0.000177;1e-06;0.000167;1e-06;4.4999999999999996e-05;1e-06;4.2999999999999995e-05;1e-06;5.5e-05;0.0;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.000175;0.0;5.2000000000000004e-05;0.0;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.000133;1e-06;0.00021700000000000002;1e-06;0.000366;1e-06;4.4999999999999996e-05;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
13;3.600000000000001e-05;1e-06;4.4000000000000006e-05;0.0;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;4.2999999999999995e-05;1e-06;0.00028100000000000005;1e-06;5.7e-05;1e-06;0.00018800000000000002;1e-06;0.000218;1e-06;5.599999999999999e-05;0.0;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;4.9000000000000005e-05;0.0;0.000205;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;0.0;5.4000000000000005e-05;1e-06;5.5e-05;1e-06;0.000169;1e-06;0.000153;0.0;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;0.000242;0.0;5.4000000000000005e-05;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;0.000354;1e-06;0.000167;1e-06;4.4999999999999996e-05;1e-06;0.00021600000000000002;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;0.0;0.000175;1e-06;5.2000000000000004e-05;1e-06;5.4000000000000005e-05;0.0;5e-05;1e-06;0.000133;1e-06;0.00021700000000000002;1e-06;0.00017300000000000003;1e-06;0.00023300000000000003;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;0.00020600000000000002;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;0.0;4.7000000000000004e-05;1e-06;0.00021899999999999998;1e-06;5.5e-05;1e-06
14;3.600000000000001e-05;1e-06;4.4000000000000006e-05;1e-06;5.4000000000000005e-05;0.0;4.8e-05;1e-06;3.5000000000000004e-05;0.0;5.2000000000000004e-05;1e-06;0.00020899999999999998;1e-06;4.2999999999999995e-05;1e-06;0.00028100000000000005;1e-06;0.000169;1e-06;0.00018800000000000002;1e-06;0.000305;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;0.000223;1e-06;5.2000000000000004e-05;0.0;0.000249;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.5e-05;1e-06;5.4000000000000005e-05;1e-06;0.000381;1e-06;3.4000000000000007e-05;1e-06;0.000371;0.0;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.3e-05;0.0;5.3e-05;1e-06;0.00023300000000000003;1e-06;5.7e-05;0.0;4.4999999999999996e-05;1e-06;0.00021600000000000002;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;5.2000000000000004e-05;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;2.9e-05;1e-06;5.3e-05;1e-06;4.9000000000000005e-05;1e-06;0.00023300000000000003;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;0.00020600000000000002;1e-06;5.3e-05;1e-06;0.000212;1e-06;4.7000000000000004e-05;1e-06;0.00021899999999999998;1e-06;5.5e-05;1e-06
15;0.000348;1e-06;0.00019800000000000002;1e-06;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;0.00020899999999999998;1e-06;0.000201;1e-06;5.9000000000000004e-05;1e-06;0.000169;1e-06;4.9000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;0.000171;1e-06;0.000223;1e-06;5.2000000000000004e-05;1e-06;0.000249;1e-06;0.00021;1e-06;5.3e-05;0.0;5.1e-05;0.0;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;0.0;0.00023600000000000002;1e-06;5.4000000000000005e-05;0.0;0.000381;1e-06;0.00020800000000000001;1e-06;0.000371;1e-06;2.7999999999999996e-05;1e-06;0.00022;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;0.000413;0.0;5.7e-05;1e-06;4.4999999999999996e-05;1e-06;0.00021600000000000002;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;0.000374;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;0.000161;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.000228;1e-06;5.3e-05;1e-06;4.9000000000000005e-05;1e-06;4.4999999999999996e-05;1e-06;0.000154;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.3e-05;1e-06;0.00022899999999999998;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
16;0.000348;0.0;0.00019800000000000002;1e-06;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;0.00038700000000000003;1e-06;5.9000000000000004e-05;1e-06;5.7e-05;0.0;4.9000000000000005e-05;0.0;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;0.000171;0.0;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;0.0;0.000431;1e-06;5.3e-05;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;0.00033600000000000004;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.00020800000000000001;0.0;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;0.000441;0.0;0.000259;1e-06;5.3e-05;1e-06;0.00023600000000000002;1e-06;5.7e-05;1e-06;0.000228;1e-06;0.000161;0.0;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;0.000374;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;0.000161;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.000228;1e-06;5.3e-05;1e-06;0.00020899999999999998;1e-06;4.4999999999999996e-05;1e-06;0.000154;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.3e-05;1e-06;0.00022899999999999998;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;1e-06;0.000174;1e-06
17;0.000192;1e-06;0.00039299999999999996;1e-06;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;0.00028399999999999996;1e-06;5.5e-05;1e-06;0.00022899999999999998;1e-06;5.9000000000000004e-05;0.0;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;0.00019600000000000002;0.0;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;0.0;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.00027;1e-06;5.3e-05;1e-06;0.000171;1e-06;0.00024;1e-06;5.4000000000000005e-05;1e-06;5.5e-05;0.0;5.4000000000000005e-05;1e-06;5e-05;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;0.000275;1e-06;5.3e-05;1e-06;5.3e-05;0.0;5.599999999999999e-05;1e-06;5.7e-05;1e-06;0.000228;1e-06;0.000161;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.000257;1e-06;0.00038500000000000003;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;2.9e-05;1e-06;5.3e-05;0.0;0.00020899999999999998;1e-06;0.000152;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;0.000152;1e-06;5.2000000000000004e-05;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;1e-06;0.000174;1e-06
18;0.000126;1e-06;0.00039299999999999996;0.0;5.4000000000000005e-05;1e-06;0.000231;1e-06;3.5000000000000004e-05;1e-06;0.00028399999999999996;1e-06;5.5e-05;1e-06;0.00022899999999999998;1e-06;0.00023300000000000003;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;0.00019600000000000002;1e-06;5.599999999999999e-05;0.0;0.00021;1e-06;5.3e-05;1e-06;0.000183;1e-06;4.8e-05;1e-06;0.00027;0.0;5.3e-05;1e-06;0.00038799999999999994;1e-06;0.00024;0.0;0.00035700000000000006;1e-06;5.5e-05;1e-06;5.4000000000000005e-05;1e-06;5e-05;0.0;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;2.7999999999999996e-05;0.0;5.4000000000000005e-05;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;5.599999999999999e-05;1e-06;0.00025;1e-06;0.000228;1e-06;4.2999999999999995e-05;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.000257;1e-06;0.00038500000000000003;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;2.9e-05;1e-06;5.3e-05;1e-06;4.9000000000000005e-05;1e-06;4.4999999999999996e-05;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;0.000152;1e-06;5.2000000000000004e-05;1e-06;0.00023300000000000003;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
19;0.000321;1e-06;4.4000000000000006e-05;1e-06;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;0.000213;1e-06;0.00023300000000000003;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;0.00021;1e-06;5.3e-05;1e-06;0.0003;0.0;4.8e-05;1e-06;4.9000000000000005e-05;1e-06;0.00038700000000000003;1e-06;0.000268;1e-06;4.4999999999999996e-05;1e-06;0.00035700000000000006;1e-06;5.5e-05;1e-06;0.000266;1e-06;0.000153;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;0.0;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.3e-05;0.0;5.3e-05;1e-06;5.599999999999999e-05;1e-06;0.00025;0.0;0.00017600000000000002;1e-06;4.2999999999999995e-05;1e-06;0.00014400000000000003;1e-06;4.4999999999999996e-05;0.0;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;5.2000000000000004e-05;1e-06;0.00016;1e-06;5e-05;1e-06;2.9e-05;1e-06;5.3e-05;1e-06;0.000366;1e-06;4.4999999999999996e-05;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;0.00023300000000000003;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
20;0.000311;1e-06;4.4000000000000006e-05;1e-06;5.4000000000000005e-05;1e-06;0.00016600000000000002;1e-06;0.000235;1e-06;5.2000000000000004e-05;0.0;5.5e-05;1e-06;4.2999999999999995e-05;1e-06;0.00028100000000000005;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;0.000169;1e-06;4.8e-05;1e-06;4.9000000000000005e-05;1e-06;0.00038700000000000003;1e-06;5.1e-05;0.0;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;0.0;5.5e-05;1e-06;0.000169;0.0;0.000153;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;0.000292;1e-06;5.7e-05;1e-06;0.00017600000000000002;1e-06;4.2999999999999995e-05;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;5.2000000000000004e-05;1e-06;0.00016;1e-06;5e-05;1e-06;2.9e-05;1e-06;0.00021700000000000002;1e-06;0.000366;1e-06;0.00023300000000000003;1e-06;4.6e-05;1e-06;0.000256;1e-06;0.00020600000000000002;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.7000000000000004e-05;1e-06;0.00021899999999999998;1e-06;5.5e-05;1e-06
21;0.000261;1e-06;4.4000000000000006e-05;1e-06;5.4000000000000005e-05;1e-06;0.000345;0.0;0.000235;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;0.0;4.2999999999999995e-05;0.0;0.00028100000000000005;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;0.0;0.000308;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;0.0;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;0.0;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;0.00023600000000000002;1e-06;5.4000000000000005e-05;1e-06;0.00024;1e-06;3.4000000000000007e-05;0.0;0.000371;1e-06;0.000242;1e-06;5.4000000000000005e-05;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;0.0032530000000000002;0.0;0.000167;1e-06;4.4999999999999996e-05;1e-06;4.2999999999999995e-05;1e-06;0.00019600000000000002;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;0.0;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;0.000161;1e-06;5.4000000000000005e-05;1e-06;0.00024;1e-06;2.9e-05;1e-06;0.00021700000000000002;1e-06;4.9000000000000005e-05;1e-06;0.00023300000000000003;1e-06;4.6e-05;0.0;0.000256;1e-06;0.00031;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;4.7000000000000004e-05;1e-06;0.00021899999999999998;1e-06;5.5e-05;1e-06
22;0.00024100000000000003;1e-06;0.00014099999999999998;1e-06;5.4000000000000005e-05;1e-06;0.000227;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;4.2999999999999995e-05;1e-06;5.9000000000000004e-05;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;0.00047100000000000006;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;0.000223;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.00021;1e-06;5.3e-05;0.0;5.1e-05;1e-06;4.4999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;0.00023600000000000002;1e-06;5.4000000000000005e-05;1e-06;0.00024;1e-06;0.00020800000000000001;1e-06;0.000371;1e-06;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;0.0;5.3e-05;1e-06;5.3e-05;0.0;0.003412;1e-06;0.000167;1e-06;4.4999999999999996e-05;0.0;4.2999999999999995e-05;0.0;0.00019600000000000002;1e-06;4.4999999999999996e-05;1e-06;0.000374;1e-06;4.8e-05;1e-06;0.000175;1e-06;5.2000000000000004e-05;1e-06;5.4000000000000005e-05;1e-06;0.00024;0.0;0.000228;1e-06;5.3e-05;1e-06;4.9000000000000005e-05;1e-06;0.00023300000000000003;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;0.000156;1e-06;5.3e-05;1e-06;0.000212;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;0.0;5.5e-05;1e-06
23;0.00023600000000000002;1e-06;0.000295;0.0;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;4.2999999999999995e-05;1e-06;5.9000000000000004e-05;1e-06;5.7e-05;0.0;4.9000000000000005e-05;1e-06;5.2000000000000004e-05;0.0;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;0.000223;0.0;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.00021;0.0;5.3e-05;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;0.0;5.4000000000000005e-05;1e-06;0.00033600000000000004;0.0;5.4000000000000005e-05;1e-06;0.000191;0.0;0.00020800000000000001;1e-06;0.00026700000000000004;1e-06;2.7999999999999996e-05;0.0;0.00022;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;0.000611;1e-06;5.7e-05;1e-06;4.4999999999999996e-05;0.0;0.000334;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;0.000374;1e-06;4.8e-05;1e-06;0.000175;1e-06;5.2000000000000004e-05;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.000228;1e-06;5.3e-05;1e-06;4.9000000000000005e-05;0.0;0.000152;1e-06;4.6e-05;1e-06;0.000153;0.0;5.2000000000000004e-05;1e-06;0.000152;1e-06;5.2000000000000004e-05;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
24;0.000192;1e-06;0.00039799999999999997;1e-06;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;0.00028399999999999996;1e-06;5.5e-05;1e-06;0.00022899999999999998;1e-06;0.00023300000000000003;1e-06;0.000169;1e-06;0.00018800000000000002;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;0.0;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;0.000183;0.0;0.000249;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;0.00038799999999999994;1e-06;0.00024;1e-06;5.4000000000000005e-05;1e-06;0.000155;1e-06;5.4000000000000005e-05;1e-06;0.000191;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;0.0;2.7999999999999996e-05;1e-06;0.000441;1e-06;0.000259;1e-06;5.3e-05;1e-06;0.00023300000000000003;1e-06;5.7e-05;0.0;4.4999999999999996e-05;1e-06;0.000334;1e-06;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;0.000228;1e-06;4.8e-05;1e-06;4.2999999999999995e-05;1e-06;5.2000000000000004e-05;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.00033200000000000005;1e-06;5.3e-05;1e-06;4.9000000000000005e-05;1e-06;4.4999999999999996e-05;1e-06;4.6e-05;1e-06;0.000153;1e-06;5.2000000000000004e-05;1e-06;0.000152;1e-06;5.2000000000000004e-05;1e-06;4.7000000000000004e-05;1e-06;4.8e-05;1e-06;5.5e-05;1e-06
25;0.000308;1e-06;0.00039299999999999996;1e-06;5.4000000000000005e-05;1e-06;0.000231;1e-06;3.5000000000000004e-05;1e-06;0.00028399999999999996;1e-06;5.5e-05;1e-06;0.00022899999999999998;1e-06;0.00023300000000000003;1e-06;0.000169;1e-06;0.00018800000000000002;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;1e-06;5.3e-05;1e-06;0.000183;1e-06;0.000249;1e-06;0.00027;1e-06;0.000205;1e-06;0.00038799999999999994;1e-06;0.00024;1e-06;5.4000000000000005e-05;0.0;5.5e-05;1e-06;0.000169;0.0;5e-05;1e-06;3.4000000000000007e-05;1e-06;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;0.000275;1e-06;0.000259;0.0;5.3e-05;1e-06;5.599999999999999e-05;1e-06;5.7e-05;1e-06;0.000228;1e-06;4.2999999999999995e-05;1e-06;0.00014400000000000003;0.0;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.000257;1e-06;0.00019600000000000002;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;0.000133;0.0;5.3e-05;1e-06;4.9000000000000005e-05;1e-06;4.4999999999999996e-05;0.0;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;0.0;5.3e-05;0.0;5.2000000000000004e-05;1e-06;0.00023300000000000003;1e-06;4.8e-05;1e-06;0.00026000000000000003;0.0
26;0.000152;1e-06;0.000244;1e-06;5.4000000000000005e-05;1e-06;4.8e-05;1e-06;3.5000000000000004e-05;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;0.000399;1e-06;5.9000000000000004e-05;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.599999999999999e-05;1e-06;4.9000000000000005e-05;0.0;5.3e-05;1e-06;0.000169;1e-06;4.8e-05;0.0;0.00027;1e-06;0.00038700000000000003;1e-06;0.000268;0.0;4.4999999999999996e-05;1e-06;0.00016;1e-06;5.5e-05;1e-06;0.000381;1e-06;5e-05;1e-06;3.4000000000000007e-05;0.0;5.1e-05;1e-06;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;1e-06;5.3e-05;1e-06;5.3e-05;1e-06;5.599999999999999e-05;0.0;0.00025;1e-06;0.000228;1e-06;4.2999999999999995e-05;1e-06;0.00014400000000000003;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;1e-06;0.000257;1e-06;0.000305;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;2.9e-05;1e-06;5.3e-05;1e-06;0.00020899999999999998;1e-06;4.4999999999999996e-05;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.3e-05;1e-06;5.2000000000000004e-05;1e-06;0.00023300000000000003;1e-06;0.00021899999999999998;1e-06;0.00026000000000000003;1e-06
27;3.600000000000001e-05;1e-06;4.4000000000000006e-05;1e-06;5.4000000000000005e-05;1e-06;0.00016600000000000002;1e-06;0.000235;1e-06;5.2000000000000004e-05;1e-06;5.5e-05;1e-06;0.000213;1e-06;0.00028100000000000005;1e-06;5.7e-05;1e-06;4.9000000000000005e-05;0.0;0.00019600000000000002;1e-06;5.599999999999999e-05;1e-06;0.000171;1e-06;5.3e-05;1e-06;0.000169;1e-06;4.8e-05;1e-06;4.9000000000000005e-05;1e-06;0.000235;1e-06;5.1e-05;1e-06;4.4999999999999996e-05;1e-06;0.00025100000000000003;1e-06;5.5e-05;1e-06;5.4000000000000005e-05;1e-06;5e-05;1e-06;3.4000000000000007e-05;1e-06;0.000155;1e-06;2.7999999999999996e-05;1e-06;5.4000000000000005e-05;0.0;5.3e-05;1e-06;5.3e-05;1e-06;5.599999999999999e-05;1e-06;0.000167;1e-06;4.4999999999999996e-05;1e-06;4.2999999999999995e-05;0.0;5.5e-05;1e-06;4.4999999999999996e-05;1e-06;5.2000000000000004e-05;1e-06;4.8e-05;0.0;4.2999999999999995e-05;0.0;0.000161;0.0;0.00016;1e-06;0.00024;1e-06;2.9e-05;1e-06;5.3e-05;1e-06;0.000526;1e-06;4.4999999999999996e-05;1e-06;4.6e-05;1e-06;5.4000000000000005e-05;1e-06;5.2000000000000004e-05;1e-06;5.3e-05;1e-06;0.00022899999999999998;0.0;4.7000000000000004e-05;1e-06;0.00021899999999999998;1e-06;5.5e-05;1e-06
