,load_kW,generation_kW,power_kW,flow_kW,energy_kWh
0,0.055,0.0,0.365,-0.31,3.794
1,0.055,0.0,0.333,-0.278,3.738
2,0.055,0.0,0.34,-0.285,3.687
3,0.055,0.0,0.373,-0.318,3.635
4,0.055,0.0,0.37,-0.315,3.578
5,0.055,0.0,0.378,-0.323,3.521
6,0.209,0.0,0.365,-0.156,3.463
7,0.209,0.0,0.351,-0.142,3.407
8,0.055,0.0,0.391,-0.336,3.353
9,0.055,0.0,0.383,-0.328,3.293
10,0.055,0.0,0.36,-0.305,3.235
11,0.055,0.0,0.356,-0.301,3.179
12,0.055,0.0,0.337,-0.282,3.125
13,0.055,0.0,0.347,-0.292,3.073
14,0.209,0.0,0.362,-0.153,3.02
15,0.209,0.0,0.396,-0.187,2.964
16,0.055,0.0,0.386,-0.331,2.904
17,0.055,0.0,0.358,-0.303,2.844
18,0.055,0.0,0.384,-0.329,2.79
19,0.055,0.0,0.371,-0.316,2.731
20,0.055,0.0,0.351,-0.296,2.674
21,0.055,0.0,0.449,-0.394,2.62
22,0.055,0.0,0.461,-0.406,2.551
23,0.055,0.0,0.379,-0.324,2.48
24,0.055,0.0,0.4,-0.345,2.422
25,0.055,0.0,0.4,-0.345,2.361
26,0.055,0.0,0.367,-0.312,2.3
27,0.055,0.0,0.347,-0.292,2.243
28,0.055,0.0,0.366,-0.311,2.19
29,0.209,0.0,0.366,-0.157,2.134
30,0.209,0.0,0.376,-0.167,2.078
31,0.055,0.0,0.374,-0.319,2.02
32,0.055,0.0,0.367,-0.312,1.963
33,0.055,0.0,0.374,-0.319,1.907
34,0.055,0.0,0.4,-0.345,1.849
35,0.055,0.0,0.398,-0.343,1.788
36,0.055,0.0,0.382,-0.327,1.727
37,0.055,0.0,0.382,-0.327,1.668
38,0.055,0.0,0.371,-0.316,1.61
39,0.209,0.1,0.296,-0.187,1.553
40,0.209,0.1,0.393,-0.284,1.507
41,0.055,0.1,0.609,-0.654,1.447
42,0.055,0.1,0.532,-0.577,1.354
43,0.055,0.1,0.619,-0.664,1.272
44,0.195,0.1,0.606,-0.511,1.177
45,0.135,0.3,0.286,-0.451,1.084
46,0.315,0.3,0.339,-0.324,1.041
47,0.479,0.3,0.366,-0.187,0.989
48,0.5539999999999999,0.3,0.492,-0.238,0.933
49,0.628,0.3,0.439,-0.111,0.857
50,0.209,0.3,0.417,-0.508,0.79
51,0.055,0.6,0.299,-0.844,0.726
52,0.055,0.6,0.086,-0.631,0.68
